"n","dd","d","all","ratio","date"
NA,NA,NA,NA,NA,2015-01-01
NA,NA,NA,NA,NA,2015-01-02
NA,NA,NA,NA,NA,2015-01-03
NA,NA,NA,NA,NA,2015-01-04
NA,NA,NA,NA,NA,2015-01-05
NA,NA,NA,NA,NA,2015-01-06
NA,NA,NA,NA,NA,2015-01-07
NA,NA,NA,NA,NA,2015-01-08
NA,NA,NA,NA,NA,2015-01-09
NA,NA,NA,NA,NA,2015-01-10
NA,NA,NA,NA,NA,2015-01-11
NA,NA,NA,NA,NA,2015-01-12
NA,NA,NA,NA,NA,2015-01-13
NA,NA,NA,NA,NA,2015-01-14
NA,NA,NA,NA,NA,2015-01-15
NA,NA,NA,NA,NA,2015-01-16
NA,NA,NA,NA,NA,2015-01-17
NA,NA,NA,NA,NA,2015-01-18
NA,NA,NA,NA,NA,2015-01-19
NA,NA,NA,NA,NA,2015-01-20
NA,NA,NA,NA,NA,2015-01-21
NA,NA,NA,NA,NA,2015-01-22
NA,NA,NA,NA,NA,2015-01-23
NA,NA,NA,NA,NA,2015-01-24
NA,NA,NA,NA,NA,2015-01-25
NA,NA,NA,NA,NA,2015-01-26
NA,NA,NA,NA,NA,2015-01-27
NA,NA,NA,NA,NA,2015-01-28
NA,NA,NA,NA,NA,2015-01-29
NA,NA,NA,NA,NA,2015-01-30
NA,NA,NA,NA,NA,2015-01-31
NA,NA,NA,NA,NA,2015-02-01
NA,NA,NA,NA,NA,2015-02-02
NA,NA,NA,NA,NA,2015-02-03
NA,NA,NA,NA,NA,2015-02-04
NA,NA,NA,NA,NA,2015-02-05
NA,NA,NA,NA,NA,2015-02-06
NA,NA,NA,NA,NA,2015-02-07
NA,NA,NA,NA,NA,2015-02-08
NA,NA,NA,NA,NA,2015-02-09
NA,NA,NA,NA,NA,2015-02-10
NA,NA,NA,NA,NA,2015-02-11
NA,NA,NA,NA,NA,2015-02-12
NA,NA,NA,NA,NA,2015-02-13
NA,NA,NA,NA,NA,2015-02-14
NA,NA,NA,NA,NA,2015-02-15
NA,NA,NA,NA,NA,2015-02-16
NA,NA,NA,NA,NA,2015-02-17
NA,NA,NA,NA,NA,2015-02-18
NA,NA,NA,NA,NA,2015-02-19
NA,NA,NA,NA,NA,2015-02-20
NA,NA,NA,NA,NA,2015-02-21
NA,NA,NA,NA,NA,2015-02-22
NA,NA,NA,NA,NA,2015-02-23
NA,NA,NA,NA,NA,2015-02-24
NA,NA,NA,NA,NA,2015-02-25
NA,NA,NA,NA,NA,2015-02-26
NA,NA,NA,NA,NA,2015-02-27
NA,NA,NA,NA,NA,2015-02-28
NA,NA,NA,NA,NA,2015-03-01
NA,NA,NA,NA,NA,2015-03-02
NA,NA,NA,NA,NA,2015-03-03
NA,NA,NA,NA,NA,2015-03-04
NA,NA,NA,NA,NA,2015-03-05
NA,NA,NA,NA,NA,2015-03-06
NA,NA,NA,NA,NA,2015-03-07
NA,NA,NA,NA,NA,2015-03-08
NA,NA,NA,NA,NA,2015-03-09
NA,NA,NA,NA,NA,2015-03-10
NA,NA,NA,NA,NA,2015-03-11
NA,NA,NA,NA,NA,2015-03-12
NA,NA,NA,NA,NA,2015-03-13
NA,NA,NA,NA,NA,2015-03-14
NA,NA,NA,NA,NA,2015-03-15
NA,NA,NA,NA,NA,2015-03-16
NA,NA,NA,NA,NA,2015-03-17
NA,NA,NA,NA,NA,2015-03-18
NA,NA,NA,NA,NA,2015-03-19
NA,NA,NA,NA,NA,2015-03-20
NA,NA,NA,NA,NA,2015-03-21
NA,NA,NA,NA,NA,2015-03-22
NA,NA,NA,NA,NA,2015-03-23
NA,NA,NA,NA,NA,2015-03-24
NA,NA,NA,NA,NA,2015-03-25
NA,NA,NA,NA,NA,2015-03-26
NA,NA,NA,NA,NA,2015-03-27
NA,NA,NA,NA,NA,2015-03-28
NA,NA,NA,NA,NA,2015-03-29
NA,NA,NA,NA,NA,2015-03-30
NA,NA,NA,NA,NA,2015-03-31
NA,NA,NA,NA,NA,2015-04-01
NA,NA,NA,NA,NA,2015-04-02
NA,NA,NA,NA,NA,2015-04-03
NA,NA,NA,NA,NA,2015-04-04
NA,NA,NA,NA,NA,2015-04-05
NA,NA,NA,NA,NA,2015-04-06
NA,NA,NA,NA,NA,2015-04-07
NA,NA,NA,NA,NA,2015-04-08
NA,NA,NA,NA,NA,2015-04-09
NA,NA,NA,NA,NA,2015-04-10
NA,NA,NA,NA,NA,2015-04-11
NA,NA,NA,NA,NA,2015-04-12
NA,NA,NA,NA,NA,2015-04-13
NA,NA,NA,NA,NA,2015-04-14
NA,NA,NA,NA,NA,2015-04-15
NA,NA,NA,NA,NA,2015-04-16
NA,NA,NA,NA,NA,2015-04-17
NA,NA,NA,NA,NA,2015-04-18
NA,NA,NA,NA,NA,2015-04-19
NA,NA,NA,NA,NA,2015-04-20
NA,NA,NA,NA,NA,2015-04-21
NA,NA,NA,NA,NA,2015-04-22
NA,NA,NA,NA,NA,2015-04-23
NA,NA,NA,NA,NA,2015-04-24
NA,NA,NA,NA,NA,2015-04-25
NA,NA,NA,NA,NA,2015-04-26
NA,NA,NA,NA,NA,2015-04-27
NA,NA,NA,NA,NA,2015-04-28
NA,NA,NA,NA,NA,2015-04-29
NA,NA,NA,NA,NA,2015-04-30
NA,NA,NA,NA,NA,2015-05-01
NA,NA,NA,NA,NA,2015-05-02
NA,NA,NA,NA,NA,2015-05-03
NA,NA,NA,NA,NA,2015-05-04
NA,NA,NA,NA,NA,2015-05-05
NA,NA,NA,NA,NA,2015-05-06
NA,NA,NA,NA,NA,2015-05-07
NA,NA,NA,NA,NA,2015-05-08
NA,NA,NA,NA,NA,2015-05-09
NA,NA,NA,NA,NA,2015-05-10
NA,NA,NA,NA,NA,2015-05-11
NA,NA,NA,NA,NA,2015-05-12
NA,NA,NA,NA,NA,2015-05-13
NA,NA,NA,NA,NA,2015-05-14
NA,NA,NA,NA,NA,2015-05-15
NA,NA,NA,NA,NA,2015-05-16
NA,NA,NA,NA,NA,2015-05-17
NA,NA,NA,NA,NA,2015-05-18
NA,NA,NA,NA,NA,2015-05-19
NA,NA,NA,NA,NA,2015-05-20
NA,NA,NA,NA,NA,2015-05-21
NA,NA,NA,NA,NA,2015-05-22
NA,NA,NA,NA,NA,2015-05-23
NA,NA,NA,NA,NA,2015-05-24
NA,NA,NA,NA,NA,2015-05-25
NA,NA,NA,NA,NA,2015-05-26
NA,NA,NA,NA,NA,2015-05-27
NA,NA,NA,NA,NA,2015-05-28
NA,NA,NA,NA,NA,2015-05-29
NA,NA,NA,NA,NA,2015-05-30
NA,NA,NA,NA,NA,2015-05-31
NA,NA,NA,NA,NA,2015-06-01
NA,NA,NA,NA,NA,2015-06-02
NA,NA,NA,NA,NA,2015-06-03
NA,NA,NA,NA,NA,2015-06-04
NA,NA,NA,NA,NA,2015-06-05
NA,NA,NA,NA,NA,2015-06-06
NA,NA,NA,NA,NA,2015-06-07
NA,NA,NA,NA,NA,2015-06-08
NA,NA,NA,NA,NA,2015-06-09
NA,NA,NA,NA,NA,2015-06-10
NA,NA,NA,NA,NA,2015-06-11
NA,NA,NA,NA,NA,2015-06-12
NA,NA,NA,NA,NA,2015-06-13
NA,NA,NA,NA,NA,2015-06-14
NA,NA,NA,NA,NA,2015-06-15
NA,NA,NA,NA,NA,2015-06-16
NA,NA,NA,NA,NA,2015-06-17
NA,NA,NA,NA,NA,2015-06-18
NA,NA,NA,NA,NA,2015-06-19
NA,NA,NA,NA,NA,2015-06-20
NA,NA,NA,NA,NA,2015-06-21
NA,NA,NA,NA,NA,2015-06-22
NA,NA,NA,NA,NA,2015-06-23
NA,NA,NA,NA,NA,2015-06-24
NA,NA,NA,NA,NA,2015-06-25
NA,NA,NA,NA,NA,2015-06-26
NA,NA,NA,NA,NA,2015-06-27
NA,NA,NA,NA,NA,2015-06-28
NA,NA,NA,NA,NA,2015-06-29
NA,NA,NA,NA,NA,2015-06-30
NA,NA,NA,NA,NA,2015-07-01
NA,NA,NA,NA,NA,2015-07-02
NA,NA,NA,NA,NA,2015-07-03
NA,NA,NA,NA,NA,2015-07-04
NA,NA,NA,NA,NA,2015-07-05
NA,NA,NA,NA,NA,2015-07-06
NA,NA,NA,NA,NA,2015-07-07
NA,NA,NA,NA,NA,2015-07-08
NA,NA,NA,NA,NA,2015-07-09
NA,NA,NA,NA,NA,2015-07-10
NA,NA,NA,NA,NA,2015-07-11
NA,NA,NA,NA,NA,2015-07-12
NA,NA,NA,NA,NA,2015-07-13
NA,NA,NA,NA,NA,2015-07-14
NA,NA,NA,NA,NA,2015-07-15
NA,NA,NA,NA,NA,2015-07-16
NA,NA,NA,NA,NA,2015-07-17
NA,NA,NA,NA,NA,2015-07-18
NA,NA,NA,NA,NA,2015-07-19
NA,NA,NA,NA,NA,2015-07-20
NA,NA,NA,NA,NA,2015-07-21
NA,NA,NA,NA,NA,2015-07-22
NA,NA,NA,NA,NA,2015-07-23
NA,NA,NA,NA,NA,2015-07-24
NA,NA,NA,NA,NA,2015-07-25
NA,NA,NA,NA,NA,2015-07-26
NA,NA,NA,NA,NA,2015-07-27
NA,NA,NA,NA,NA,2015-07-28
1.0155,1.0131,1.0037,1.0085,1.2924,2015-07-29
1.0182,1.0317,1.0127,1.0162,1.1122,2015-07-30
0.99165,1.0111,1.0072,1.0023,0.64536,2015-07-31
1.001,0.9795,1.02,1.0096,0.6648,2015-08-01
0.97668,1.0101,1.0106,0.99887,0.28187,2015-08-02
1.0058,1.0022,1.0123,1.0093,0.8669,2015-08-03
1.0189,1.0186,1.0016,1.0086,1.4545,2015-08-04
1.0162,1.0283,1.019,1.0189,0.94847,2015-08-05
1.027,1.0477,1.014,1.0215,1.2565,2015-08-06
NA,NA,1.0095,NA,NA,2015-08-07
1.0424,1.0529,1.0038,1.021,1.9554,2015-08-08
1.0537,1.0638,1.0319,1.0422,1.3171,2015-08-09
1.0594,1.0783,1.0233,1.0407,1.6015,2015-08-10
1.0524,1.0806,1.0176,1.0351,1.643,2015-08-11
1.0486,1.0565,1.0264,1.0369,1.3529,2015-08-12
NA,NA,NA,NA,NA,2015-08-13
1.0876,1.1272,1.0427,1.0657,1.5656,2015-08-14
NA,NA,NA,NA,NA,2015-08-15
NA,NA,NA,NA,NA,2015-08-16
NA,NA,NA,NA,NA,2015-08-17
1.0255,1.0339,1.0107,1.0183,1.3139,2015-08-18
NA,NA,NA,NA,NA,2015-08-19
0.98966,1.0241,1.0138,1.0057,0.52075,2015-08-20
1.0327,1.0397,1.0185,1.0268,1.2583,2015-08-21
1.0342,1.0544,1.0189,1.0276,1.2749,2015-08-22
0.99023,1.0453,1.0079,1.0044,0.60313,2015-08-23
1.0502,1.0335,1.0151,1.0293,1.6776,2015-08-24
1.0267,1.0472,1.0391,1.0353,0.83654,2015-08-25
1.0399,1.0514,1.0201,1.0303,1.3494,2015-08-26
1.0469,1.0729,1.0159,1.0328,1.5892,2015-08-27
1.0664,1.0731,1.0269,1.0456,1.621,2015-08-28
1.0543,1.0666,1.0281,1.0416,1.4051,2015-08-29
1.06,1.0674,1.0239,1.0417,1.5968,2015-08-30
1.0776,1.0809,1.0217,1.0475,1.9575,2015-08-31
1.0781,1.0834,1.0189,1.047,2.066,2015-09-01
1.0564,1.055,1.0208,1.0376,1.6201,2015-09-02
1.0775,1.1058,1.0474,1.0636,1.3583,2015-09-03
1.1416,1.1205,1.0462,1.0875,2.1521,2015-09-04
1.1481,1.1261,1.0452,1.0897,2.2586,2015-09-05
1.052,1.0625,1.0327,1.043,1.278,2015-09-06
1.0892,1.1062,1.0235,1.0561,2.0911,2015-09-07
1.0523,1.0696,1.0458,1.0505,1.0785,2015-09-08
1.1157,1.1231,1.0521,1.0828,1.7166,2015-09-09
1.0795,1.0918,1.0426,1.0612,1.4664,2015-09-10
1.1441,1.1318,1.0844,1.1109,1.4937,2015-09-11
1.1098,1.0386,1.0751,1.0853,1.3107,2015-09-12
1.0813,1.0844,1.0391,1.06,1.5571,2015-09-13
1.0998,1.1037,1.1054,1.1029,0.96027,2015-09-14
1.0814,1.1196,1.0678,1.0777,1.1302,2015-09-15
1.0891,1.1041,1.0689,1.0801,1.1917,2015-09-16
1.0976,1.1289,1.0956,1.0991,1.0157,2015-09-17
1.1132,1.1511,1.1077,1.1136,1.0382,2015-09-18
1.0948,1.1016,1.093,1.0945,1.0141,2015-09-19
1.081,1.1271,1.096,1.0922,0.88707,2015-09-20
1.1328,1.1578,1.1045,1.1207,1.2008,2015-09-21
1.1234,1.1343,1.0892,1.107,1.2716,2015-09-22
1.1561,1.1717,1.1181,1.1382,1.246,2015-09-23
1.1682,1.1443,1.0932,1.128,1.5776,2015-09-24
1.1112,1.153,1.1083,1.1132,1.0202,2015-09-25
1.096,1.0756,1.1154,1.1037,0.87272,2015-09-26
1.0721,1.1235,1.0762,1.0782,0.96355,2015-09-27
1.1087,1.1192,1.088,1.0995,1.1665,2015-09-28
1.1381,1.14,1.113,1.1259,1.1678,2015-09-29
1.0728,1.075,1.0661,1.0698,1.0654,2015-09-30
1.1323,1.1467,1.0694,1.1024,1.5928,2015-10-01
1.1257,1.1155,1.0835,1.1041,1.3518,2015-10-02
1.1278,1.1136,1.085,1.1056,1.3515,2015-10-03
1.0857,1.1208,1.0541,1.0727,1.3494,2015-10-04
1.0775,1.09,1.0627,1.0721,1.1493,2015-10-05
1.1012,1.1357,1.0713,1.0896,1.2765,2015-10-06
1.0824,1.0997,1.0653,1.0756,1.1675,2015-10-07
1.0812,1.1026,1.1124,1.0975,0.79085,2015-10-08
1.0718,1.115,1.1154,1.0954,0.71348,2015-10-09
1.061,1.0843,1.1009,1.0817,0.71018,2015-10-10
1.0858,1.1239,1.0559,1.0747,1.3236,2015-10-11
1.0362,1.0509,1.0771,1.056,0.64012,2015-10-12
1.0819,1.1201,1.0605,1.0747,1.2202,2015-10-13
1.0689,1.0683,1.0864,1.0768,0.85747,2015-10-14
1.0726,1.1453,1.1085,1.0947,0.75257,2015-10-15
1.1087,1.1403,1.0722,1.0939,1.3354,2015-10-16
1.0675,1.0599,NA,NA,NA,2015-10-17
NA,NA,NA,NA,NA,2015-10-18
NA,NA,1.092,NA,NA,2015-10-19
1.0592,1.0836,1.0867,1.0737,0.77706,2015-10-20
1.084,1.1004,1.1201,1.1016,0.76983,2015-10-21
1.0759,1.12,1.1091,1.0944,0.77188,2015-10-22
1.0796,1.1286,1.1186,1.1011,0.74868,2015-10-23
1.0556,1.0789,1.0859,1.071,0.75316,2015-10-24
1.0881,1.1076,1.0487,1.0717,1.4605,2015-10-25
1.0899,1.0603,1.0453,1.0664,1.5448,2015-10-26
1.0676,1.0742,1.0518,1.0609,1.1786,2015-10-27
1.0491,1.0443,1.0443,1.0466,1.0599,2015-10-28
1.0288,1.0103,1.0527,1.0379,0.73164,2015-10-29
1.09,1.1128,1.0659,1.0812,1.2349,2015-10-30
1.0649,1.0522,1.0425,1.0541,1.2826,2015-10-31
1.0657,1.0671,1.0858,1.0745,0.83597,2015-11-01
1.1004,1.0946,1.0744,1.0885,1.2338,2015-11-02
1.0632,1.0486,1.0638,1.0622,0.99449,2015-11-03
1.0403,1.0492,1.0508,1.0453,0.88066,2015-11-04
NA,NA,NA,NA,NA,2015-11-05
1.0714,1.0758,1.0868,1.0784,0.87503,2015-11-06
1.0846,1.1054,1.0952,1.0908,0.91945,2015-11-07
1.0645,1.0631,1.0592,1.062,1.0546,2015-11-08
1.0762,1.0983,NA,1.0879,NA,2015-11-09
1.0418,1.0832,1.0677,1.056,0.75166,2015-11-10
1.0298,1.0333,1.0128,1.0228,1.3437,2015-11-11
1.026,1.0285,NA,NA,NA,2015-11-12
1.0013,1.0126,1.0421,1.0194,0.48138,2015-11-13
1.0427,1.0456,NA,NA,NA,2015-11-14
NA,NA,NA,NA,NA,2015-11-15
NA,NA,NA,NA,NA,2015-11-16
1.0309,1.0397,1.0166,1.0257,1.269,2015-11-17
1.0265,1.0078,NA,NA,NA,2015-11-18
NA,NA,NA,NA,NA,2015-11-19
1.025,1.0355,1.0256,1.0261,0.99001,2015-11-20
1.0354,1.0595,1.0103,1.0268,1.537,2015-11-21
1.0235,1.0144,1.0457,1.0318,0.73012,2015-11-22
1.0289,1.038,1.0576,1.0414,0.69518,2015-11-23
1.0365,1.097,1.0566,1.0502,0.78414,2015-11-24
1.0126,1.0222,NA,1.0198,NA,2015-11-25
1.0059,1.0015,1.0244,1.013,0.69743,2015-11-26
1.0126,1.0456,1.0224,1.0195,0.83482,2015-11-27
1.0543,1.0705,1.0802,1.0665,0.77794,2015-11-28
1.066,1.0869,1.0737,1.071,0.93072,2015-11-29
1.0232,1.0597,1.0273,1.0281,0.93622,2015-11-30
1.0022,1.0281,1.0286,1.0152,0.59561,2015-12-01
1.0198,1.0069,NA,1.0184,NA,2015-12-02
1.0144,1.0173,1.0104,1.013,1.0862,2015-12-03
0.99931,0.98652,0.99387,0.99586,1.1784,2015-12-04
1.0001,1.0031,1.0111,1.0047,0.76861,2015-12-05
1.0071,1.0231,1.0211,1.0141,0.75737,2015-12-06
1.0174,1.0059,1.0064,1.012,1.2553,2015-12-07
1.0092,1.0095,1.0092,1.0092,1.0005,2015-12-08
1.0296,1.0228,1.0425,1.034,0.83728,2015-12-09
1.0556,1.0947,1.0078,1.0393,2.0774,2015-12-10
0.99041,NA,1.0026,NA,0.68961,2015-12-11
1.0286,1.0461,1.0084,1.0218,1.4471,2015-12-12
0.99649,1.0047,1.0083,1.0019,0.73769,2015-12-13
1.0095,1.0152,1.0103,1.0104,0.98269,2015-12-14
1.0113,1.0106,1.0249,1.0167,0.77929,2015-12-15
1.0148,1.0259,1.0092,1.0137,1.1222,2015-12-16
0.99471,0.9974,1.0212,1.0051,0.54138,2015-12-17
1.0328,1.0293,1.0167,1.0262,1.3016,2015-12-18
1.0288,1.0282,1.004,1.0188,1.6112,2015-12-19
1.0082,1.0085,1.0051,1.007,1.0741,2015-12-20
0.98942,1.0026,1.0031,0.99591,0.65537,2015-12-21
0.99923,1.0016,1.0015,1.0003,0.93991,2015-12-22
1.0074,1.006,1.0062,1.0068,1.0275,2015-12-23
1.0129,1.0113,1.0116,1.0122,1.0287,2015-12-24
0.99015,1.0119,0.99666,0.99485,0.80436,2015-12-25
1.0144,1.018,1.0097,1.0129,1.1014,2015-12-26
1.0081,1.0097,1.0099,1.009,0.95975,2015-12-27
0.99561,0.99693,0.98601,0.99186,1.4241,2015-12-28
0.99995,1.0099,1.0003,1.001,0.99086,2015-12-29
0.9951,1.0081,1.0034,0.99949,0.79284,2015-12-30
0.99715,NA,1.0073,NA,0.76848,2015-12-31
1.0163,1.0137,1.0144,1.0153,1.0366,2016-01-01
1.014,1.0163,1.0168,1.0153,0.94736,2016-01-02
1.0104,1.0158,0.99532,1.0044,1.471,2016-01-03
1.0031,1.011,1.0075,1.0056,0.8995,2016-01-04
1.0036,1.0095,1.0076,1.0057,0.90964,2016-01-05
1.0097,1.0015,1.0109,1.0095,0.97435,2016-01-06
1.0206,1.0164,1.0008,1.0121,1.531,2016-01-07
0.99193,1.0029,NA,NA,NA,2016-01-08
0.99233,0.99326,0.99316,0.99274,0.97221,2016-01-09
1.0026,1.0099,1.0056,1.0045,0.92888,2016-01-10
1.0047,1.0131,1.0153,1.0097,0.79632,2016-01-11
1.0152,1.0133,1.001,1.0092,1.3788,2016-01-12
0.99765,1.0027,1.0101,1.0031,0.73315,2016-01-13
0.98602,0.9894,1.0055,0.994,0.53748,2016-01-14
0.98641,0.99712,1.002,0.99354,0.59685,2016-01-15
1.0007,0.99035,1.0048,1.0014,0.90153,2016-01-16
1.0047,1.0036,1.001,1.0031,1.0982,2016-01-17
1.0071,0.99923,1.0052,1.0056,1.0454,2016-01-18
0.98469,1.0011,1.0055,0.9947,0.50562,2016-01-19
1.0018,0.99878,NA,NA,NA,2016-01-20
NA,NA,NA,NA,NA,2016-01-21
NA,NA,NA,NA,NA,2016-01-22
NA,NA,NA,NA,NA,2016-01-23
0.99124,1.0044,1.0052,0.9981,0.6669,2016-01-24
1.0093,1.0104,1.0101,1.0097,0.98344,2016-01-25
0.99926,0.99949,1.0062,1.0021,0.83715,2016-01-26
1.0003,0.99688,1.0186,1.0078,0.6688,2016-01-27
1.0109,1.0063,0.98118,0.99881,2.6713,2016-01-28
0.99239,1.005,1.0092,1.0002,0.63248,2016-01-29
1.0091,1.0108,0.99669,1.004,1.3729,2016-01-30
1.0122,1.0042,0.99476,1.0041,1.5566,2016-01-31
0.99754,0.99143,0.99499,0.99595,1.0808,2016-02-01
0.9912,1.0074,0.99918,0.99602,0.777,2016-02-02
1.0138,1.0023,NA,NA,NA,2016-02-03
NA,NA,NA,NA,NA,2016-02-04
NA,NA,NA,NA,NA,2016-02-05
NA,NA,NA,NA,NA,2016-02-06
NA,NA,NA,NA,NA,2016-02-07
NA,NA,NA,NA,NA,2016-02-08
0.99686,1.013,1.0087,1.0034,0.73813,2016-02-09
NA,NA,NA,NA,NA,2016-02-10
NA,NA,NA,NA,NA,2016-02-11
1.0001,1.0003,NA,NA,NA,2016-02-12
NA,NA,NA,NA,NA,2016-02-13
NA,NA,NA,NA,NA,2016-02-14
0.99551,0.98878,0.98161,0.98865,1.7618,2016-02-15
0.99736,0.99541,1.0033,0.99956,0.85062,2016-02-16
1.0081,1.0272,1.0131,1.012,0.8985,2016-02-17
0.99632,0.9911,1.0067,1.0005,0.76076,2016-02-18
0.996,0.99502,0.98736,0.99198,1.3601,2016-02-19
1.0029,0.99777,0.99478,0.99879,1.2582,2016-02-20
0.99813,1.0059,0.99157,0.99589,1.2328,2016-02-21
0.99539,0.98546,0.98633,0.99048,1.3947,2016-02-22
0.99168,0.99467,0.99071,0.99148,1.0356,2016-02-23
0.99991,1.002,1.0064,1.003,0.84989,2016-02-24
0.99608,1.0026,0.9966,0.99685,0.98445,2016-02-25
0.99963,1.0127,1.0035,1.0026,0.90241,2016-02-26
1.0146,1.0327,1.0068,1.0125,1.1798,2016-02-27
1.0054,1.0084,1.0006,1.0034,1.1302,2016-02-28
0.97485,0.98944,1.0119,0.99282,0.23622,2016-02-29
1.0125,1.0227,1.0131,1.0137,0.98707,2016-03-01
1.0144,1.0231,1.013,1.0145,1.0285,2016-03-02
0.99782,0.99063,1.0096,1.0027,0.74546,2016-03-03
1.0022,1.0111,1.0005,1.0021,1.0437,2016-03-04
0.99525,0.98688,0.99753,0.99565,0.93327,2016-03-05
1.0014,1.0002,1.0002,1.0007,1.0325,2016-03-06
0.99466,0.99974,1.0019,0.99851,0.81293,2016-03-07
1.0029,1.0037,1.0082,1.0055,0.88144,2016-03-08
1.001,1,1.0027,1.0017,0.95792,2016-03-09
0.96839,0.98009,1.0022,0.98551,0.12901,2016-03-10
1.0019,0.99386,1.0028,1.0017,0.97641,2016-03-11
1.0076,0.99938,0.99595,1.0014,1.3571,2016-03-12
0.9855,0.99638,0.99086,0.98895,0.80506,2016-03-13
1.0059,1.0043,1.0068,1.0062,0.97778,2016-03-14
1.0021,1.008,1.0008,1.002,1.0349,2016-03-15
1.0098,1.0125,1.0028,1.0067,1.1774,2016-03-16
0.99966,1.0012,1.0069,1.003,0.83337,2016-03-17
0.99634,0.99782,0.98887,0.99278,1.293,2016-03-18
0.98689,0.98445,0.98434,0.98543,1.1215,2016-03-19
0.99967,0.99707,0.99747,0.99838,1.0647,2016-03-20
1.0004,0.99039,1.0025,1.0006,0.94777,2016-03-21
1.0117,1.0175,1.0131,1.0129,0.97067,2016-03-22
1.0136,0.99949,1.0069,1.0091,1.1549,2016-03-23
0.99245,1.0157,1.0037,1.0001,0.72084,2016-03-24
1.0047,1.0098,0.99844,1.0019,1.1789,2016-03-25
0.98793,0.96829,0.97841,0.98144,1.6328,2016-03-26
1.0031,0.99851,1.0037,1.003,0.98635,2016-03-27
1.0038,1.0055,1.0031,1.0036,1.0158,2016-03-28
0.98169,1.0031,1.0165,1.0016,0.34451,2016-03-29
1.0156,1.0149,1.0175,1.0165,0.96417,2016-03-30
0.99912,0.98669,1.0041,1.0007,0.87848,2016-03-31
0.99633,1.0083,0.99552,0.99688,1.0251,2016-04-01
1.0049,1.0004,1.007,1.0056,0.95351,2016-04-02
1.0022,0.99573,0.98953,0.99507,1.486,2016-04-03
0.98135,0.99276,1.0002,0.99245,0.48841,2016-04-04
1.0004,0.99663,0.99174,0.99544,1.3041,2016-04-05
0.9872,0.97935,0.98817,0.98704,0.96111,2016-04-06
0.97651,0.99789,0.98936,0.98498,0.5057,2016-04-07
0.9976,0.98777,0.99181,0.99371,1.2035,2016-04-08
1.0346,1.0277,1.0088,1.0201,1.5701,2016-04-09
1,0.98013,0.99103,0.9935,1.3253,2016-04-10
0.99119,0.97742,0.99791,0.99355,0.80526,2016-04-11
1.0097,1.0079,1.0055,1.0072,1.1008,2016-04-12
1.0033,1.0011,1.0124,1.008,0.81543,2016-04-13
1.0134,1.0085,1.0069,1.0095,1.1507,2016-04-14
1.006,1.0163,0.99786,1.0025,1.2372,2016-04-15
1.0016,0.99966,1.0151,1.0086,0.73866,2016-04-16
0.99094,1.0026,0.98328,0.98788,1.3848,2016-04-17
0.98413,0.99479,0.98995,0.98824,0.78069,2016-04-18
1.0039,0.99615,1.0019,1.0021,1.0514,2016-04-19
1.0071,NA,1.0006,NA,1.1722,2016-04-20
0.96338,1.0024,1.0152,0.99542,0,2016-04-21
0.99811,0.99432,1.0066,1.0025,0.80428,2016-04-22
0.99963,0.99828,1.006,1.003,0.8516,2016-04-23
0.99882,1.0013,1.0027,1.0011,0.90211,2016-04-24
0.99155,1.0102,1.005,1.0006,0.67706,2016-04-25
0.99653,1.0048,1.0148,1.0076,0.64504,2016-04-26
0.9844,0.99223,0.9999,0.99356,0.57572,2016-04-27
1.0036,0.99807,1.0041,1.0034,0.98686,2016-04-28
1.0001,1.0029,1.0095,1.0057,0.796,2016-04-29
1.0011,1.0043,0.99658,0.99884,1.1348,2016-04-30
1.0061,1.0047,0.99582,1.0004,1.3177,2016-05-01
1.0002,1.006,1.011,1.0069,0.77296,2016-05-02
1.0013,0.99692,1.0039,1.0024,0.93531,2016-05-03
0.99944,1.0138,0.99026,0.99544,1.3414,2016-05-04
0.98756,0.97555,0.9775,0.98072,1.7118,2016-05-05
0.99654,0.99645,0.99769,0.99719,0.96659,2016-05-06
1.0073,0.99589,1,1.002,1.1985,2016-05-07
1.0069,1.021,1.005,1.0071,1.0437,2016-05-08
1.0049,1.0035,1.0101,1.0078,0.88814,2016-05-09
1.0024,0.99275,1.009,1.0053,0.85574,2016-05-10
1.0113,0.99794,1.0045,1.0061,1.1658,2016-05-11
1.0015,1.0209,1.0053,1.0055,0.91,2016-05-12
1.0186,1.0033,1.0009,1.0067,1.4732,2016-05-13
1.0073,1.0006,1.003,1.0042,1.1073,2016-05-14
0.99376,0.98697,0.99549,0.99411,0.94595,2016-05-15
1.0027,1.001,1.004,1.0033,0.96705,2016-05-16
0.99832,0.98302,0.99769,0.99643,1.0184,2016-05-17
1.0081,1.0047,0.99126,0.9979,1.6054,2016-05-18
0.98438,1.0019,0.99639,0.99297,0.63621,2016-05-19
0.99916,0.99452,0.99869,0.9984,1.0133,2016-05-20
0.99778,0.98289,0.97994,0.98595,2.0764,2016-05-21
0.9927,0.99735,0.99386,0.99384,0.96188,2016-05-22
1.0027,1.0137,1.0067,1.0062,0.90838,2016-05-23
1.0269,1.012,1.0012,1.0101,1.6785,2016-05-24
0.98854,0.99819,0.99486,0.99321,0.79929,2016-05-25
1.0181,0.99378,0.99797,1.0038,1.5815,2016-05-26
1.0034,1.0045,1.0053,1.0046,0.95585,2016-05-27
1.0193,1.0204,1.005,1.0108,1.3443,2016-05-28
0.99801,0.99797,1.0004,0.99942,0.93443,2016-05-29
